@relation highdim-proclus-generator
@attribute att-1 numeric
@attribute att-2 numeric
@attribute att-3 numeric
@attribute att-4 numeric
@attribute class {-1.0,1.0,2.0,3.0}
@data
77.487653225,78.9918245189,22.4083960167,24.8656975896,2.0
37.4575929912,57.7398089819,1.36562483303,75.6622636938,3.0
68.8222965068,85.7699054203,21.5416243857,52.5771433917,2.0
74.309909659,78.4814087756,26.0847161233,70.7730202665,2.0
69.0311503915,88.8105429028,27.3262773198,3.79326168244,2.0
8.10119403813,94.5144381783,45.668496331,92.343849961,1.0
33.3293454217,91.1222940077,37.7517013884,80.4494825462,3.0
37.8438605568,18.8154353036,6.50203444394,81.8592348128,3.0
72.8496038732,88.4415382722,22.1555401803,65.3894039304,2.0
37.0128388428,77.3453563744,50.4396339017,77.8563982718,3.0
74.1665346596,84.4385648069,26.933151069,56.4562858221,2.0
61.3441111323,99.2990179883,53.6751221827,94.6901457903,1.0
35.6314434105,33.1557192188,82.8013813503,79.8257788864,3.0
36.0012949038,68.9758748997,73.7479857606,78.2353589648,3.0
36.8531947252,85.2172075834,71.2958255564,80.5119918603,3.0
71.3449606783,86.9449760167,24.7613749738,61.4909600462,2.0
37.8586494461,96.8362539866,86.5412828081,73.7338542133,3.0
75.2892035303,84.1468201211,19.0035950194,28.9883689924,2.0
37.2707889429,20.5506862282,51.311846075,81.0200768549,3.0
74.9421655171,82.6112521593,24.517973977,88.1297654578,2.0
75.3179821583,82.3301849603,26.407077604,41.439827882,2.0
40.3461017649,10.2299970548,63.4215542201,81.9030498808,3.0
32.5954952328,67.1329497095,29.7444688692,72.5980924169,3.0
35.4785272772,63.0345454444,96.1733872197,78.8376625855,3.0
76.0061068204,99.8657784106,49.6515586767,96.2979634697,1.0
78.5402537538,97.267931804,44.5534407933,92.1799492174,1.0
74.5629332359,83.994922664,27.6540286157,78.0867728621,2.0
80.9732600017,88.6143120825,20.6212301253,28.2081382692,2.0
41.7483041953,7.29058947166,56.7042797196,75.3155787412,3.0
45.7390525627,6.11163682421,77.2495362743,56.5267140895,-1.0
58.8246595995,97.1001935444,45.3149148092,98.9019082214,1.0
36.8810797192,102.382239128,49.302860446,93.1885811802,1.0
77.6846464329,99.5277835563,51.079998409,92.9953720257,1.0
4.2295300446,101.497187137,49.7333418556,96.5408715614,1.0
63.340935489,98.0358878912,42.400950373,93.5980756373,1.0
80.5979208755,106.322325995,48.8896055728,97.5654819385,1.0
75.4747280474,78.9164321597,21.392035176,77.3987256713,2.0
39.7208871132,68.9239334716,75.3323114802,80.6926040543,3.0
77.219745484,82.0640940352,25.908348391,35.1351895365,2.0
69.9805851163,89.4078451366,24.1308668353,31.7643026189,2.0
87.970397384,43.8707127008,96.9481354127,42.8620308663,-1.0
14.9285024002,99.9427474901,42.8099431648,96.4618571138,1.0
35.6151808647,20.1492840557,80.0573087693,76.3459608307,3.0
65.4464220374,32.7764032294,13.8490198788,43.803888446,-1.0
22.4130675106,97.7138456753,50.3637471962,96.9737257308,1.0
74.6802732613,80.3440328127,29.4238691037,5.54835425816,2.0
77.3571045281,82.1738561375,20.3346680272,17.0616376164,2.0
37.754372621,30.5097638558,0.207198391964,77.4061068213,3.0
40.2716328968,37.3154624357,40.1318659477,77.1846276405,3.0
37.6580688506,26.5551352508,67.8121320235,78.7094039844,3.0
75.5700837008,87.3713355449,61.2643868814,33.4892338147,-1.0
24.5725459574,1.0013686638,27.945650761,58.3612120825,-1.0
43.4444871498,104.333131908,45.4802523732,92.2138862775,1.0
35.725700295,98.8007054595,4.68450556389,78.0783275794,3.0
66.9304731957,81.5316709459,28.2273702005,51.3486300907,2.0
73.5415921743,100.203292089,49.8469488919,95.7478884981,1.0
96.3388606553,4.13923621298,22.7816125386,48.364584443,-1.0
96.1735663137,94.0453184199,42.6467031639,91.4983525705,1.0
87.3928987679,100.918527967,48.8949645731,97.8651414411,1.0
76.5726024775,82.1702916656,24.0505617446,57.0478304443,2.0
34.7394667836,48.6273715444,46.8674459273,74.4979631245,3.0
70.7235200316,84.882460373,26.6756652972,93.064819796,2.0
46.8853973339,95.5385157452,51.7428386221,96.0535914417,1.0
39.8107427971,40.9027839042,65.6075694035,77.2149500202,3.0
71.614617308,73.6081103121,26.6623645739,56.3534532275,2.0
77.4351348153,79.4038837005,21.4859731153,65.4874254977,2.0
77.1715912033,83.6898368589,26.0832124195,30.0632576681,2.0
36.8688481518,102.165601423,45.4963961002,92.6689741166,1.0
34.5758799067,11.3566882714,39.9873220496,76.8664786892,3.0
41.3848290927,100.09837369,50.3389243497,94.6143069265,1.0
36.5020815192,4.30606540385,40.3433442431,76.7218057453,3.0
38.8957332946,10.8854394962,30.4426074545,72.6860071781,3.0
80.4785558258,98.4339541822,50.737513379,93.5011219435,1.0
79.9151764943,79.0879674156,21.8207045575,58.0372357331,2.0
36.2264713139,8.81749703694,17.0848241277,80.6757485932,3.0
72.3950674787,89.7756855421,21.8428597776,60.7810436028,2.0
38.0333769043,84.1477167382,68.857930633,77.5911061051,3.0
38.6502106245,55.4639008368,98.7038513771,76.2053798685,3.0
63.4891697777,65.6490913012,18.9671644016,10.274135278,-1.0
35.6771789494,2.4013606474,83.3056485385,76.6883290969,3.0
62.5180487775,99.6168428762,46.7026280472,92.1005395196,1.0
37.1094685059,99.9914722586,86.8024077452,69.3326904938,3.0
28.8567243614,100.386500126,43.7734899315,94.1291710363,1.0
38.5873555131,99.7211203353,43.2039177999,90.7061369375,1.0
78.7186975791,83.4121195691,24.822880601,38.07254617,2.0
30.1295455768,94.2760280922,50.9763544937,90.9047214813,1.0
36.4649047826,78.4920821038,91.7941451157,82.4302969647,3.0
79.1376683212,100.010651793,46.7380762314,93.8204948686,1.0
77.1707013655,88.0246112419,21.6674159992,1.93521223916,2.0
61.8673566287,95.8454369401,48.4571184931,93.5644538619,1.0
43.9548452297,96.2327114989,56.1039519654,98.7504396237,1.0
31.5939025717,75.605554592,18.7950396378,78.1904177376,3.0
41.8135762145,29.3002821555,12.091413151,24.2804821776,-1.0
72.6323438123,86.41194961,25.486447095,84.2806932491,2.0
11.7629903514,96.0275083931,44.5981911412,95.8715851834,1.0
36.2377768481,72.4907525677,11.3176405124,77.131595911,3.0
26.9886098157,100.502304996,44.6858942278,96.7770385683,1.0
74.2173872357,78.1266864742,22.0929895699,28.9979722415,2.0
72.89581313,87.2272838513,28.3067136146,59.9201073543,2.0
57.4607145319,97.3002270585,47.6064644597,92.0390252619,1.0
27.2041054163,94.3342141781,45.4156925227,95.1628371367,1.0
36.8904869163,24.426926883,54.4782265354,77.731907479,3.0
97.0757565761,105.513692639,42.5846392623,98.7005618579,1.0
90.8325106168,100.613654575,49.0682818724,91.6384831613,1.0
38.0108105295,72.3022168475,83.4192120213,79.6961334114,3.0
32.634106315,99.7616677571,44.821625369,96.213817249,1.0
83.920615979,96.4287505272,53.4550211474,92.2446645659,1.0
38.3636381931,90.8069410957,60.963601634,80.5597123837,3.0
74.5578056357,79.995070153,25.8545231543,83.5974735751,2.0
67.2771547874,96.2915925443,46.5031079391,94.8770635713,1.0
81.0334635175,100.486726616,48.871345282,96.5548803643,1.0
61.4448334534,86.7985367234,25.5616607452,89.4433866856,2.0
41.6716001295,89.8257583621,67.4863164364,81.5666037959,3.0
11.5298353715,97.6740329238,46.972843491,97.2622173301,1.0
36.5117062902,61.6079961158,14.4817663733,79.2697538979,3.0
9.67438495475,99.9427254833,50.0104370525,95.6839933771,1.0
74.6658570368,89.3677194589,14.5524534516,73.9078899773,2.0
36.7547562902,101.431886078,45.3188115676,91.8693372866,1.0
78.7786666295,83.8092585598,20.3380376881,31.6012654076,2.0
40.6700969658,106.597689859,44.1116130705,90.54465658,1.0
33.9270644533,25.1576759129,2.88004795188,79.3045450051,3.0
76.0290975697,83.9771525893,26.9114762955,69.9998766375,2.0
83.8926657627,77.6212202783,22.9028537614,69.6912873603,2.0
32.2432023419,62.3663804076,79.4168205683,76.5216706775,3.0
72.1485809394,100.84857029,49.979736985,97.3321433586,1.0
77.2582993799,86.7176364967,26.4446641525,34.8039403738,2.0
78.5528953387,85.4062568472,25.8336195575,90.091032004,2.0
39.4427183898,44.1163180658,83.0531955483,74.611787638,3.0
38.2292392256,79.9160718553,7.34385722944,83.1241133258,3.0
25.1405427875,96.2440533777,45.7318847044,94.0103110893,1.0
47.3730235913,94.4201518825,48.3012840393,96.4191922068,1.0
9.11519582113,97.6775394028,49.3936596634,93.1269924935,1.0
74.7775560973,84.8741002259,30.7577786473,58.5193416961,2.0
78.4823271515,78.1487337204,18.9139895477,33.5376410278,2.0
74.0446000238,87.3097235952,21.1778951557,56.5934671387,2.0
16.7901715637,47.4228209396,66.2241983413,94.827603136,-1.0
38.3479669025,96.0297911315,47.7697007759,96.9926036842,1.0
49.2674967445,105.255154565,44.417264397,97.4560189993,1.0
36.1741551142,9.79106264587,55.1483332878,78.8597938498,3.0
39.6804784673,45.6666095888,91.5760949633,75.2931565413,3.0
78.697249074,79.5003134158,24.2074082121,43.8038254211,2.0
58.6054575017,100.899098882,44.9869415552,96.8968085435,1.0
20.2652773941,99.3904055317,44.0799385041,96.7242447187,1.0
78.6341983505,76.6433362708,26.8564727682,49.5549657416,2.0
27.3673010216,97.990988228,46.1982882598,96.8374418333,1.0
99.7559812731,27.0683712491,59.5903140987,91.5157606463,-1.0
23.6626059663,100.180807707,48.1075247123,94.9226126489,1.0
77.8406591287,88.2902965419,29.1056434113,32.6878163786,2.0
18.4424085417,32.2137370285,58.5213499401,69.8846049926,-1.0
13.9169017965,97.1052088263,44.144691488,95.4970120885,1.0
27.6350518025,104.947559496,51.3897287411,91.0366934609,1.0
36.6489034661,53.8159016085,92.3541571634,74.6727264476,3.0
38.1061507094,5.04701748023,86.3851122924,82.2300353061,3.0
91.4246295478,13.2273446137,60.4614313423,62.63647121,-1.0
84.2087796379,97.1704527861,48.9404700767,93.0498317592,1.0
36.0151921264,95.7882665253,49.4233585811,92.2253090941,1.0
46.2912539272,101.854880225,51.7503508261,95.2645331139,1.0
87.2520178656,106.251930626,45.3303129041,96.7247539948,1.0
83.0079426117,99.8775466984,44.6863982662,94.3818651253,1.0
76.942625875,88.4700285929,23.2815102064,48.1620655471,2.0
15.2377562731,49.0499540913,51.641526365,63.3338660055,-1.0
77.6355383661,84.9493887328,21.39810043,75.973996896,2.0
41.6171100757,95.3609119761,53.9348130223,96.4814255263,1.0
76.0765552139,83.1573198442,25.4135419672,42.6543373683,2.0
17.7170227863,100.043968571,49.9259157804,94.547010523,1.0
71.9848012947,83.7419872236,20.4361481901,82.8962423418,2.0
80.4951216814,79.9667954863,27.1547885716,91.4716109869,2.0
81.1904506059,77.5079829328,31.3669240291,38.6408252703,2.0
73.116452139,80.4622966968,24.1291364446,75.1512396847,2.0
83.3802943804,103.795777954,47.3784710545,94.0438849194,1.0
69.9374527229,84.0169212028,29.6606475101,93.3009338712,2.0
70.2591268461,102.583657119,50.7887859817,98.2398437218,1.0
40.3297622973,0.80432564802,93.9622438832,78.1535740857,3.0
95.1885194917,96.3694774363,52.1587615334,90.01711955,1.0
24.9120753926,99.6279883009,47.4037271525,93.0440462277,1.0
3.80364648169,99.1236009717,42.768228388,90.9031309564,1.0
38.0935671379,81.1682332926,75.4238264295,71.8468334892,3.0
80.1785017452,78.5492794267,23.1105328673,82.8173682924,2.0
80.4477730106,84.5100747497,27.0695552788,51.4873219973,2.0
2.54915037324,95.4670450655,48.1860689727,94.8857474792,1.0
39.1257447758,100.569021261,51.8565094493,99.0854066717,1.0
35.0758331391,89.4244553261,61.3705376194,76.5688494682,3.0
12.4190855378,100.18922923,48.7212453773,94.5940295039,1.0
46.704912541,93.9547868627,52.5822641521,93.1689576684,1.0
62.6662635257,97.6342787728,51.0015125502,96.3793221294,1.0
35.7099357627,13.2808421398,14.8484398728,73.2809752038,3.0
97.0323241432,101.895810898,49.3522488279,99.3990186971,1.0
36.6696143258,50.6361249114,72.0762927653,78.8409146735,3.0
