@relation SubspaceTopologicalStream

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute class {0,1,2,3}

@data
42.454933,21.043996,68.666751,18.918141,2
77.320566,89.758373,81.952293,97.934287,0
40.092271,63.57967,70.101839,17.280418,2
14.295746,86.597898,97.006549,101.004345,0
35.778863,14.761372,75.418045,30.535684,3
36.699065,2.83287,43.989949,28.570229,3
36.098751,54.941221,72.837364,28.37994,3
43.697497,35.305254,34.96215,17.940737,2
39.656917,27.594837,94.8338,31.070019,3
41.816645,25.529504,9.73536,15.232915,2
77.634481,94.905568,94.354309,55.417387,1
40.354672,77.587336,41.853297,18.500278,2
39.36826,51.874978,13.562573,28.552939,3
22.723106,87.505032,30.248412,97.244382,0
21.020321,81.322493,90.827167,55.788819,1
4.200732,86.66504,92.484585,97.426704,0
35.944992,98.627947,8.791727,32.262579,3
29.231015,7.964483,92.573811,54.963572,1
39.496432,99.023985,86.880512,29.787357,3
39.014709,17.008245,38.43909,28.380798,3
41.779981,34.63031,44.861377,19.197281,2
54.254043,85.895348,33.791931,100.370621,0
14.528626,89.609054,89.940774,100.218644,0
77.657877,22.742251,94.435106,57.854441,1
41.766305,41.244891,81.745268,15.293268,2
89.54138,50.731484,91.217566,54.672797,1
32.496488,85.884691,7.628309,100.101941,0
31.573872,28.902739,91.647127,54.785759,1
42.984439,50.446403,86.589064,18.834064,2
69.898201,80.959636,93.318505,58.255306,1
37.301012,50.181242,89.316112,32.190157,3
40.207758,74.479914,80.825164,16.51688,2
41.942516,90.306099,63.688764,15.384754,2
94.002775,86.71056,58.325717,97.291866,0
69.885362,73.752277,90.633503,57.414794,1
35.967514,36.195362,30.393796,31.198279,3
43.286123,74.115414,14.810044,16.113839,2
63.310902,88.088431,94.039517,58.311919,1
18.371835,88.268177,98.08981,97.233048,0
64.289221,97.208773,94.234149,56.531023,1
58.843991,85.856277,78.343762,100.178948,0
42.420367,77.704276,30.348846,15.509418,2
50.829036,89.763007,99.467895,98.98075,0
19.180482,87.239601,51.793814,101.154279,0
39.976988,7.027523,4.860891,17.088794,2
22.284249,89.560326,91.623656,56.049253,1
44.277535,89.725434,59.170878,98.10625,0
39.659668,84.428133,4.040856,31.586456,3
40.065944,99.650651,41.733811,17.485004,2
39.717407,14.947511,44.578901,30.337513,3
42.687328,79.830346,82.09469,18.995158,2
35.872116,18.971361,6.146476,29.4935,3
36.008189,99.926043,29.576166,32.234388,3
35.677095,88.878535,3.122242,97.260381,0
73.307597,61.599948,90.637498,54.391649,1
17.769534,89.18898,98.514321,97.232346,0
43.638975,61.614135,10.192706,17.410025,2
91.874292,89.535221,76.076243,100.745722,0
69.003486,87.684636,64.250864,101.134092,0
39.59262,99.470555,84.219306,30.343552,3
98.110244,89.653479,55.587586,97.285233,0
35.816351,82.841493,63.958159,32.26705,3
68.739973,87.290883,40.330514,97.400873,0
39.950736,24.864215,90.671212,55.37654,1
41.667793,43.270235,80.043336,15.253174,2
40.298196,67.393946,81.661504,16.23447,2
40.565912,12.057863,46.25137,15.938485,2
35.762482,48.397307,28.122441,29.319571,3
43.333745,67.908361,26.537517,18.205943,2
39.719064,25.802313,72.983797,31.797122,3
36.003796,93.510272,72.395865,28.60025,3
2.866841,86.180194,45.422379,101.051907,0
59.444668,89.703546,65.721267,97.672008,0
85.043718,77.576969,90.855842,56.896042,1
40.085992,85.810781,77.410353,99.9102,0
39.065659,39.64167,62.722938,28.371089,3
85.619267,25.153358,93.087339,54.727991,1
1.301915,17.968618,92.686297,58.211844,1
42.705821,4.656826,18.436975,18.801641,2
39.532869,86.472342,6.953273,30.614631,3
30.450436,71.242044,93.923255,57.338767,1
27.538045,27.50844,91.935211,58.317603,1
22.435984,85.960232,87.491775,99.896171,0
70.868426,58.683645,93.746398,58.105074,1
99.234494,89.680515,16.922249,101.027483,0
35.732745,88.567586,9.859145,29.994969,3
18.702532,63.385801,92.721482,56.056669,1
42.626861,22.881871,69.568136,18.8993,2
43.535335,35.454006,98.786878,17.974221,2
30.101339,60.096493,93.448256,55.848159,1
54.233969,62.585012,90.773028,55.456622,1
43.170951,70.360568,77.667976,15.753867,2
77.29913,46.198585,93.37303,58.266839,1
69.481112,41.436542,90.628225,58.250982,1
39.666253,44.466348,10.816412,32.053949,3
47.753336,20.860686,94.130437,57.844364,1
44.488551,85.771782,63.793771,97.285275,0
86.029069,85.823621,93.751815,100.860424,0
47.522242,89.653984,6.912275,100.702342,0
33.201118,76.592403,91.892279,57.350416,1
7.303746,79.689225,90.649226,55.723203,1
12.820936,87.124282,65.048103,100.979444,0
16.899049,72.088581,94.544087,56.766823,1
70.119815,89.31513,91.975989,58.325354,1
14.489632,93.875172,91.876803,54.499274,1
42.419011,9.799098,65.279499,18.962269,2
92.175671,89.736747,57.884274,100.287627,0
87.164235,46.62937,94.035322,55.212317,1
40.488527,71.149368,93.876592,54.478909,1
50.214257,89.63099,88.839132,97.779797,0
5.516169,88.815628,50.758478,97.202484,0
30.419238,85.763263,82.783302,100.885801,0
71.848522,81.921588,93.348583,55.691802,1
39.639275,89.37959,67.854186,30.786618,3
68.964348,70.992314,90.84703,56.500829,1
39.644159,98.272651,25.045597,28.7367,3
13.809423,87.447418,9.581882,97.372685,0
39.670658,76.179524,9.806199,32.075025,3
39.680596,31.376189,26.077301,28.390558,3
87.216386,8.376433,93.732914,54.530438,1
62.44386,89.206313,83.360077,101.027363,0
39.554889,38.626394,96.836457,31.452101,3
43.788415,88.627409,24.42063,100.966432,0
6.979199,86.115219,48.252145,97.369091,0
11.690686,22.734399,91.007927,55.120804,1
43.688381,99.333306,55.472226,17.636353,2
59.37178,28.132121,91.543225,54.508028,1
40.659062,42.806424,70.966814,18.542676,2
71.860235,26.805691,92.507184,58.272213,1
39.641227,3.009298,33.328442,29.900469,3
45.584981,53.119815,94.327411,55.456776,1
43.026675,80.579256,93.991497,18.540803,2
35.860572,64.559392,12.430729,29.330396,3
40.138163,37.740969,91.132709,18.179161,2
40.002739,23.657836,67.861252,16.633445,2
87.754725,4.995957,93.042398,56.245696,1
39.055628,84.974282,75.793197,28.522535,3
42.767119,38.313518,30.592453,18.991448,2
43.417677,4.554635,53.605635,18.413775,2
11.246823,85.906465,87.031588,99.339573,0
35.745733,65.086166,90.333666,29.516429,3
43.487292,35.488244,93.70194,18.394825,2
81.29083,87.274925,54.367562,97.378558,0
43.547731,6.0835,27.002297,16.617887,2
34.383724,17.499096,90.805561,54.72622,1
82.583652,47.537209,92.046256,55.321784,1
36.665848,9.295947,49.717619,32.221199,3
37.177127,86.550117,77.868867,32.142186,3
44.159473,85.882999,24.36888,98.527035,0
35.812112,8.027401,79.391373,30.551145,3
35.943146,59.90618,34.071594,31.741886,3
78.220893,43.776922,93.40557,54.601938,1
41.068636,44.736012,60.801272,15.632722,2
40.770902,59.986719,93.723758,54.496205,1
5.995293,87.637968,34.884997,97.244461,0
39.653716,38.903384,59.919735,29.196239,3
54.859606,88.63506,93.063899,97.317383,0
43.473254,53.388886,40.257328,17.9793,2
42.537937,55.241831,76.368162,18.872027,2
35.868432,73.925507,90.880987,55.177395,1
3.242431,47.053226,93.032485,54.600058,1
39.006048,12.545357,59.929387,32.287354,3
37.102359,53.691089,28.7317,28.409029,3
40.87813,39.7764,99.632345,18.836314,2
76.868878,89.268112,62.848085,101.03153,0
37.66617,96.028771,80.087556,28.433935,3
35.870473,69.643387,56.615637,31.563559,3
41.119519,6.99363,7.757907,18.95334,2
40.06117,99.690014,37.542338,17.714898,2
10.78052,88.928132,32.063282,97.335379,0
35.848719,36.710506,95.005354,31.265001,3
43.31249,27.996061,23.609008,16.175772,2
27.653706,20.228671,92.978859,56.828228,1
39.518148,1.249888,40.882849,29.751259,3
41.901047,1.888493,87.261697,15.32881,2
43.797994,77.75504,15.791855,17.020562,2
35.921195,40.840927,89.604379,31.320196,3
36.469384,12.614523,39.097505,28.562517,3
30.391684,68.893979,94.188123,58.20289,1
42.153853,61.212137,52.095056,15.265789,2
42.522821,92.392007,30.90019,15.494057,2
78.109273,89.631021,12.193531,98.827577,0
37.046169,44.86911,93.486462,56.329007,1
11.636901,85.867621,92.218199,99.316423,0
15.580786,89.743682,28.269613,100.982692,0
84.491696,88.999435,71.740653,101.003608,0
39.899428,85.955239,46.557027,101.184192,0
50.041241,89.770762,80.027577,99.842538,0
77.498432,88.358004,89.374076,100.994848,0
40.08013,38.986006,29.701598,17.702624,2
38.958053,81.728598,3.448378,32.206256,3
59.560267,89.637278,69.924481,100.005637,0
27.588406,20.50481,94.585177,54.51806,1
37.359671,66.186944,85.859662,32.246976,3
10.256955,85.83223,13.076664,101.124924,0
43.658611,48.681288,4.069823,17.571325,2
35.866218,94.363188,90.158126,28.371337,3
84.35099,13.439132,94.285122,55.761629,1
95.816687,21.097846,94.559766,57.46925,1
71.18918,89.553735,2.475166,100.336702,0
96.918492,85.771457,80.368612,99.381891,0
39.916745,46.324484,94.930971,17.483483,2
20.183731,91.87248,94.338966,58.258266,1
63.849358,89.589517,83.628169,101.004687,0
37.457611,68.467292,9.776851,32.308316,3
10.15897,86.014062,79.069886,101.084846,0
35.949352,1.208636,61.026305,31.441243,3
82.268123,85.953129,20.575585,97.932516,0
42.964796,47.002126,26.221498,18.807934,2
43.350711,21.856691,83.993179,18.41773,2
26.179523,86.764836,71.492423,101.133698,0
15.438361,83.861753,92.352143,58.349986,1
46.640345,89.145699,61.006088,101.139166,0
43.926066,87.665728,81.6634,97.191294,0
56.3885,99.799235,90.741133,55.342433,1
39.130926,57.162077,94.00907,56.987245,1
32.825363,85.967515,6.833783,100.946551,0
33.732698,82.202276,93.122021,54.512536,1
46.460807,97.836739,92.674778,57.888344,1
42.977001,75.689148,85.92963,15.747056,2
58.625598,32.434311,93.39653,58.337668,1
57.323492,81.088698,92.209216,55.923716,1
39.027181,19.911689,5.002041,32.243673,3
39.492663,60.129689,33.168426,30.557928,3
42.426459,90.312772,28.735238,15.488187,2
94.12484,37.927723,94.416129,57.364143,1
37.710543,24.47859,22.840703,32.341307,3
41.323063,78.419535,50.374636,15.507673,2
43.550523,1.445053,52.137606,16.266752,2
40.627437,96.650459,34.655527,18.647597,2
60.793314,98.713319,94.560651,55.110811,1
35.820926,61.106823,31.67755,30.918608,3
35.945887,37.996955,91.352223,30.165207,3
41.129872,78.968302,94.663814,19.045692,2
72.7573,87.454392,72.591288,100.99399,0
40.076446,87.464389,1.783078,17.726639,2
41.703196,89.76687,4.616352,99.930587,0
36.168629,47.507765,2.161762,28.426495,3
40.065137,74.064185,84.577087,17.109103,2
87.623129,85.884327,27.867242,98.044135,0
90.903699,88.068916,73.427814,101.134528,0
33.279774,4.303172,91.566327,56.81945,1
8.515293,7.459916,91.249261,55.971265,1
92.725365,89.623789,40.535632,98.965789,0
38.422904,99.18849,3.968507,32.174751,3
39.522025,27.057461,75.427902,29.218712,3
1.575306,38.276488,92.745558,54.585043,1
43.449597,30.53244,84.104308,18.079851,2
43.197769,87.399597,26.846405,18.506433,2
35.780619,83.972537,40.971317,29.228074,3
42.707684,63.290169,63.341534,15.467935,2
41.747118,28.704005,81.821453,19.167128,2
51.578126,54.156084,91.63899,55.616735,1
35.865195,12.551624,68.91547,31.505498,3
74.804261,89.558134,79.126937,100.916415,0
37.591385,8.149352,30.467259,32.200846,3
65.557404,89.285897,14.267726,97.334306,0
40.394895,8.51567,44.883998,18.184769,2
40.602869,31.604534,11.635663,15.960706,2
31.435165,88.946439,38.984992,101.025573,0
84.614047,66.353991,94.50671,57.489015,1
58.3265,85.85011,56.418838,99.65432,0
39.502088,43.079466,88.998505,32.273971,3
42.012988,15.506679,37.012463,15.248188,2
96.016874,85.85966,96.529203,100.060672,0
62.466669,90.363489,90.780735,56.173246,1
37.191017,86.546339,73.898803,97.398104,0
31.940774,56.996926,90.76913,57.275699,1
2.856344,89.424479,56.413746,97.208329,0
36.337916,36.681826,57.786899,32.305456,3
65.906956,96.087181,90.637327,57.016287,1
35.856562,44.117723,68.956661,29.395792,3
48.684441,86.204499,83.867406,101.124714,0
54.872245,99.006081,90.922996,54.549415,1
36.201407,46.668325,48.342498,28.376122,3
61.550458,34.39424,94.413288,57.615618,1
67.564038,36.811625,91.573138,54.622708,1
42.548659,15.637655,98.63468,18.885625,2
39.64909,21.660024,71.354825,30.774962,3
43.296134,46.334093,45.760346,18.344879,2
38.098257,43.345543,32.990051,28.446996,3
40.404347,89.40611,4.05495,97.391632,0
29.98714,32.320243,93.800562,56.340459,1
36.068328,37.06274,42.349359,32.141789,3
74.908737,88.731725,15.66828,97.240532,0
42.164831,85.378299,92.139624,57.907546,1
39.607091,50.02262,73.353221,31.015391,3
99.262589,18.193828,91.605992,55.917689,1
49.874139,76.609003,92.900722,54.469832,1
38.28415,25.821126,93.804872,58.23951,1
39.25485,45.329805,68.370312,28.493284,3
40.403412,12.026157,11.183251,18.245592,2
35.137525,33.792857,93.29864,55.482919,1
38.382481,27.356366,76.283152,28.596884,3
40.126141,86.630307,67.522974,16.329963,2
39.526753,32.431079,92.931662,54.463894,1
68.786331,88.635536,13.762643,101.183759,0
56.955549,85.791315,17.135829,97.275262,0
20.025366,87.125556,47.560019,101.115671,0
92.621167,2.388777,92.103002,54.402706,1
79.070216,89.735841,39.501737,97.183119,0
39.502948,44.075664,39.309796,32.272082,3
43.220626,15.212931,47.16635,15.758352,2
43.551634,71.204922,14.473543,18.019352,2
38.699554,93.533845,47.006532,32.234132,3
72.493421,88.114782,26.07489,97.262515,0
41.170068,15.835623,81.443792,19.014109,2
52.562007,89.435821,4.324151,101.030021,0
81.688768,85.786702,65.734487,99.788458,0
40.922806,92.681163,16.209601,18.791358,2
40.58883,21.963112,6.790702,15.844793,2
35.847818,78.096292,38.854129,29.153738,3
84.292424,85.896391,14.665752,98.002268,0
40.36723,75.875043,98.033318,15.901402,2
68.66258,87.935158,2.468886,101.110142,0
45.18129,43.577721,94.112468,54.690992,1
40.471382,49.130296,67.707137,18.28949,2
29.541942,88.153816,68.622658,97.385111,0
73.993618,86.236003,85.043964,101.133033,0
33.10126,32.645611,93.107628,58.226866,1
84.968944,66.948076,91.028799,54.398048,1
36.514226,89.402593,30.7943,32.354759,3
39.544341,37.102079,9.536493,31.266221,3
38.274537,49.097537,91.370871,32.305688,3
39.584295,82.805431,25.937642,30.841702,3
37.239091,54.727741,29.9549,28.557406,3
39.864876,86.572655,73.508463,17.239423,2
79.018294,87.935889,63.454116,97.393465,0
88.176174,87.74557,85.884601,97.342988,0
35.913331,72.896571,22.973171,29.542534,3
42.016494,64.462634,98.626314,19.119219,2
35.903365,30.137798,45.791983,30.38247,3
35.945757,22.200448,10.660292,29.949894,3
36.264244,90.011589,1.949269,28.414542,3
77.773165,89.743336,73.328257,100.420484,0
40.746518,21.076767,60.197417,18.611061,2
62.945145,65.82853,93.259336,54.407457,1
89.954087,86.496881,35.281464,101.029621,0
2.752664,89.665837,66.609041,98.873552,0
45.974138,89.534404,42.290304,97.703706,0
36.772346,23.729548,20.704249,32.159129,3
39.331105,94.497867,36.917019,32.15887,3
35.956436,38.830407,53.327065,32.169983,3
10.044764,64.302874,92.783734,57.73829,1
39.368795,62.621901,26.403373,32.116654,3
44.496526,89.739637,84.716312,100.186866,0
42.421856,9.940545,82.285045,15.508551,2
43.413611,12.374152,45.215884,16.288692,2
43.298254,92.887724,39.000761,15.878725,2
69.820633,85.871122,93.810053,100.862574,0
42.709044,89.74815,4.88054,18.861377,2
81.082721,7.797074,91.747415,58.369849,1
42.322236,80.677746,18.816702,19.166674,2
41.602734,56.913308,92.644188,58.3834,1
27.912184,87.408428,15.221541,100.997033,0
19.741046,89.558806,7.386874,100.218423,0
48.53318,87.18962,29.738762,97.229054,0
84.934807,59.478015,91.76617,58.324205,1
4.757791,58.523014,91.366824,55.721568,1
43.65933,67.446243,91.424168,17.217672,2
35.847615,74.420018,80.406593,28.403597,3
62.497317,86.007069,86.867606,99.646204,0
80.279896,89.64672,72.00734,98.42254,0
39.539058,23.548272,79.896768,30.874583,3
43.555914,79.829215,66.184727,16.449178,2
35.875601,20.472328,79.879919,30.244829,3
35.92684,15.170051,36.393472,32.145666,3
98.721121,34.972002,90.754355,56.083063,1
99.288563,11.367415,94.269703,56.530725,1
40.209483,34.095901,86.978619,16.195543,2
43.775175,1.440182,45.304208,17.591309,2
62.702952,86.656517,87.870841,97.405573,0
29.602113,32.235551,90.646758,55.704887,1
43.250543,76.632948,79.626937,15.907415,2
40.839376,96.010483,56.950647,18.676751,2
31.449816,58.068111,91.277513,54.668746,1
37.750543,41.158298,21.127557,32.253415,3
39.590318,42.351727,46.022228,30.205053,3
94.050941,85.935601,75.711418,101.011071,0
42.512524,84.430593,25.456471,18.949171,2
40.091769,81.228208,27.767433,16.688598,2
41.912898,45.785744,72.144881,15.362155,2
73.849216,46.924359,93.10333,54.40302,1
35.741197,54.343512,32.081854,32.099294,3
37.262922,89.89755,69.189257,28.475468,3
35.907408,13.653281,5.413997,29.320718,3
77.608784,83.545636,94.114476,58.231603,1
41.085135,22.128495,68.797058,15.40691,2
28.997239,88.160697,31.979614,101.020628,0
42.770097,70.120544,28.893266,15.686076,2
82.676718,99.620267,91.812687,54.402255,1
36.858792,75.679028,15.840149,32.264347,3
64.341509,85.903734,46.268256,101.11822,0
6.220798,85.970261,4.946694,98.909604,0
84.039087,36.738663,93.318024,54.459367,1
42.961973,47.156955,13.04235,15.608576,2
38.623426,19.897193,29.025675,28.540621,3
40.108556,49.164314,95.362299,16.96635,2
43.213457,50.91946,75.635935,18.488575,2
88.898347,65.024666,94.44454,55.85329,1
42.094415,71.731406,67.154112,19.080109,2
50.305361,49.459827,92.989464,55.949414,1
78.008642,86.219743,38.11036,97.351179,0
42.153761,21.517333,88.844517,19.026152,2
43.353108,66.978474,27.773695,18.345124,2
37.773578,77.387236,59.202009,32.358167,3
41.509982,30.66579,82.323208,15.424098,2
34.945992,35.285635,93.327535,58.169918,1
43.868971,14.651974,50.908468,17.12133,2
39.879697,67.108334,57.456817,17.359982,2
50.208735,48.087165,94.267225,55.577617,1
43.053813,54.675567,36.529294,15.716305,2
39.717491,21.947607,24.412947,31.764725,3
36.881523,95.579416,32.860906,32.314979,3
22.096039,89.751511,85.877859,99.580692,0
63.749368,86.494215,99.451699,97.288712,0
20.45441,88.805695,14.520601,97.238796,0
42.397037,16.382205,72.411997,19.090707,2
42.458328,11.986167,49.866643,19.0769,2
40.630307,28.016761,85.350563,18.586395,2
39.478388,12.979437,15.772598,31.656282,3
77.174693,89.644088,55.591302,97.680417,0
43.669359,87.771384,43.857004,18.048776,2
39.515458,32.994959,96.79467,30.555579,3
86.859122,78.281526,94.512373,55.22445,1
43.097805,85.35206,26.318427,18.615352,2
9.150676,32.039837,93.46379,58.379543,1
14.492833,27.920179,92.439867,55.237502,1
16.254115,85.88719,40.302867,99.053042,0
